Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,CD,MM,Savings,AccountAge
$0.96,$112.00,0,32,0,0,0,0,0,1,1,0,0,1,1,2
$1.71,"$19,185.00",0,30,1,0,0,1,1,0,0,1,1,0,0,2
$1.59,"$6,000.00",0,33,0,0,0,0,1,0,1,1,0,0,0,0
$8.66,"$30,000.00",1,29,1,0,0,0,1,0,1,1,0,0,0,4
$0.71,"$15,450.00",0,34,1,0,0,0,1,0,1,1,0,0,0,9
$4.46,"$129,000.00",0,28,1,0,0,0,1,0,0,1,0,0,0,5
$8.61,"$20,000.00",0,26,1,0,0,0,1,0,0,1,0,0,0,0
$6.43,"$64,450.00",0,31,0,0,0,0,1,0,0,1,0,0,0,4
$0.01,$0.08,1,31,1,0,1,0,1,0,1,1,0,0,0,4
$1.74,"$23,780.00",0,32,1,0,0,0,1,0,1,1,0,0,0,3
$2.10,"$12,400.00",1,32,1,0,0,1,1,0,0,1,1,0,0,4
$2.69,"$5,486.00",1,27,1,0,0,1,0,0,0,0,1,0,0,9
$3.96,"$3,500.00",0,26,1,0,0,1,0,0,1,0,1,0,0,1
$0.44,$21.00,0,30,1,0,1,0,0,1,0,0,0,1,1,7
$1.87,"$25,140.00",0,30,1,0,1,0,1,0,0,1,0,0,0,5
$0.23,$60.00,1,29,1,0,1,0,0,1,1,0,0,1,1,3
$1.36,"$2,287.00",1,32,1,0,0,1,0,1,1,0,1,1,1,4
$1.78,"$2,039.00",0,35,0,0,0,1,0,0,1,0,1,0,0,3
$1.69,$279.00,0,32,1,0,0,0,0,1,0,0,0,1,1,1
$1.07,$168.34,1,30,1,0,0,0,0,1,0,0,0,1,1,2
$1.96,"$34,000.00",0,30,0,0,0,0,1,0,1,1,0,0,0,4
$1.23,"$29,172.00",0,29,1,0,0,0,1,0,1,1,0,0,0,3
$3.63,"$3,105.00",0,31,1,0,0,1,0,0,1,0,1,0,0,3
$4.64,"$8,135.00",0,31,0,0,0,1,0,0,1,0,1,0,0,4
$1.68,"$41,737.00",0,33,1,0,0,0,1,0,0,1,0,0,0,7
$2.98,"$3,525.00",0,27,1,0,0,1,1,0,1,0,1,0,0,4
$1.25,"$1,134.00",0,30,1,0,0,1,0,1,1,0,1,1,1,6
$1.49,"$1,129.00",1,28,1,0,0,1,0,0,0,0,1,0,0,5
$6.42,"$3,327.00",0,26,1,0,0,1,0,0,1,0,1,0,0,5
$0.29,$50.00,0,26,0,0,0,0,0,1,1,0,0,1,1,2
$0.88,$40.00,0,30,0,0,0,0,0,1,1,0,0,1,1,7
$3.79,"$5,100.00",0,26,1,0,1,1,0,1,1,0,1,1,1,2
$2.25,"$37,290.00",0,36,0,0,0,0,1,0,0,1,0,0,0,0
$1.75,"$12,375.00",0,43,1,0,0,0,1,0,1,1,0,0,0,8
$0.62,$180.00,0,42,1,0,0,0,0,1,1,0,0,1,1,8
$1.71,"$27,500.00",1,39,1,0,0,0,1,0,1,1,0,0,0,6
$1.00,"$22,960.00",0,42,0,0,0,0,1,0,1,1,0,0,0,6
$0.31,$6.44,0,45,1,0,0,0,0,1,0,0,0,1,1,3
$0.14,$9.22,0,38,1,0,1,0,0,1,1,0,0,1,1,5
$0.95,"$5,485.00",0,37,1,1,0,1,0,1,1,1,1,1,1,9
$0.49,"$6,900.00",1,43,0,0,1,0,1,0,0,1,0,0,0,0
$1.96,"$43,500.00",1,63,0,0,1,0,1,0,1,1,0,0,0,3
$4.69,"$21,511.00",0,61,1,0,0,0,1,0,0,1,0,0,0,0
$0.51,$94.00,0,59,1,0,1,0,0,1,1,0,0,1,1,16
$1.50,"$2,851.00",0,62,0,0,0,1,0,0,0,0,1,0,0,9
$0.40,$100.00,0,47,0,0,1,0,0,1,0,0,0,1,1,3
$3.87,"$22,800.00",0,65,0,0,0,0,1,0,1,1,0,0,0,8
$0.49,$60.00,0,56,0,0,0,0,0,1,1,0,0,1,1,5
$8.13,"$9,894.00",0,25,1,0,0,1,0,1,0,0,1,1,1,6
$10.37,"$4,234.00",0,19,1,0,1,1,0,0,0,0,1,0,0,0
$1.92,"$8,504.99",0,24,1,0,0,0,1,1,0,1,0,1,1,7
$0.97,"$17,000.00",0,17,1,0,0,0,1,0,0,1,0,0,0,1
$7.05,"$110,000.00",0,24,1,0,0,0,1,0,0,1,0,0,0,8
$3.22,"$4,694.00",0,22,1,0,1,1,0,1,1,0,1,1,1,7
$0.99,"$1,117.00",1,29,1,0,0,1,0,0,1,0,1,0,0,2
$0.46,"$25,007.52",0,27,1,0,0,0,1,1,1,1,0,1,1,4
$3.23,"$1,102.00",0,28,1,0,0,1,1,0,1,0,1,0,0,2
$0.69,"$64,666.00",0,30,1,0,0,0,1,0,1,1,0,0,0,5
$0.15,$40.00,0,27,1,0,0,0,0,1,0,0,0,1,1,6
$0.50,$20.00,1,29,1,0,1,0,0,1,1,0,0,1,1,2
$0.03,$8.25,0,33,1,0,0,0,0,1,1,0,0,1,1,5
$1.23,"$2,247.00",0,27,1,0,0,1,0,0,1,0,1,0,0,9
$1.71,"$1,750.00",0,28,0,0,0,1,0,0,0,0,1,0,0,5
$0.82,"$35,000.00",0,27,1,0,0,0,1,0,0,1,0,0,0,0
$3.26,"$43,500.00",0,28,1,0,0,0,1,0,0,1,0,0,0,7
$1.18,"$25,000.00",0,27,0,0,0,0,1,0,0,1,0,0,0,8
$2.13,"$43,980.00",0,41,1,0,0,1,1,0,1,1,1,0,0,4
$4.91,"$38,020.00",0,43,0,0,1,0,1,1,1,1,0,1,1,9
$1.03,"$7,600.00",1,56,1,0,1,0,1,1,1,1,0,1,1,5
$3.48,"$10,122.00",0,61,0,0,0,0,0,1,1,0,0,1,1,4
$0.20,$40.00,0,53,1,0,1,0,0,1,0,0,0,1,1,6
$2.91,"$1,500.00",0,52,0,0,0,1,0,0,1,0,1,0,0,3
$1.16,"$3,314.00",0,54,1,0,0,1,0,0,1,0,1,0,0,8
$3.41,"$21,442.00",0,20,1,0,0,1,1,0,1,1,1,0,0,4
$0.64,"$7,250.00",0,19,1,0,0,0,1,0,0,1,0,0,0,7
$14.72,"$1,702.00",0,22,0,0,0,1,0,0,1,0,1,0,0,5
$0.27,"$14,102.00",0,31,1,0,1,0,1,1,1,1,0,1,1,5
$0.21,$40.00,0,29,1,0,0,0,0,1,1,0,0,1,1,7
$2.24,"$9,451.00",0,27,1,0,0,1,0,0,0,0,1,0,0,7
$1.54,"$13,770.00",0,28,1,0,0,0,1,0,0,1,0,0,0,7
$8.52,"$4,781.16",0,31,1,0,0,1,0,1,1,0,1,1,1,6
$5.09,"$16,500.00",0,26,0,0,0,0,1,0,1,1,0,0,0,3
$0.52,$100.00,0,30,1,0,0,0,0,1,1,0,0,1,1,2
$0.92,"$29,000.00",0,33,0,0,0,0,1,0,1,1,0,0,0,0
$3.40,"$26,000.00",0,40,0,0,0,0,1,0,1,1,0,0,0,6
$0.67,"$34,935.00",0,37,1,0,0,0,1,0,1,1,0,0,0,6
$0.46,$556.00,0,40,0,0,0,1,1,0,1,0,1,0,0,6
$5.04,"$33,047.84",0,53,0,0,0,0,1,1,1,1,0,1,1,4
$2.16,"$22,000.00",0,21,1,0,0,0,1,0,1,1,0,0,0,1
$0.17,$10.00,0,20,1,0,0,0,0,1,1,0,0,1,1,0
$2.61,"$7,665.00",0,19,1,0,0,0,1,0,0,1,0,0,0,2
$0.06,$12.03,0,23,1,0,1,0,1,1,1,0,0,1,1,4
$6.57,"$2,139.00",0,24,1,0,0,1,0,0,0,0,1,0,0,1
$1.48,"$29,000.00",0,21,1,0,1,0,1,0,1,1,0,0,0,4
$0.59,"$3,932.00",0,23,1,0,1,1,0,0,1,0,1,0,0,3
$10.97,"$3,073.00",1,19,1,0,0,1,0,0,0,0,1,0,0,3
$1.33,$40.00,0,24,1,0,1,0,0,1,1,0,0,1,1,2
$2.22,"$2,905.00",0,25,1,0,0,1,0,0,1,0,1,0,0,2
$0.07,$36.56,0,23,0,0,0,0,0,1,1,0,0,1,1,2
$1.24,"$9,427.00",0,23,1,0,0,1,0,0,0,0,1,0,0,6
$1.52,"$2,919.00",0,20,0,0,0,1,0,1,0,0,1,1,1,4
$8.06,"$39,321.00",0,20,1,0,0,1,1,0,1,1,1,0,0,5
$0.17,$38.61,0,24,1,1,1,0,1,1,1,1,0,1,1,8
$0.46,$572.00,0,24,1,0,0,1,1,1,0,0,1,1,1,8
$2.84,"$77,650.00",0,18,0,0,0,0,1,0,1,1,0,0,0,0
$3.12,"$7,321.00",0,24,1,1,1,1,0,0,0,1,1,0,0,5
$0.23,"$2,317.00",0,21,1,0,0,1,0,0,1,0,1,0,0,2
$1.41,"$2,000.00",0,24,1,0,0,1,0,0,1,0,1,0,0,4
$2.16,"$19,275.00",1,27,0,0,0,0,1,0,1,1,0,0,0,4
$0.63,"$10,195.71",0,26,1,0,0,0,1,1,1,1,0,1,1,4
$1.11,"$45,000.00",1,32,1,0,0,0,1,0,1,1,0,0,0,3
$1.18,"$5,109.81",0,26,1,0,1,1,1,1,1,0,1,1,1,2
$1.42,"$33,903.00",0,31,1,0,1,1,1,0,1,1,1,0,0,6
$0.34,$20.00,0,31,1,0,1,0,0,1,0,0,0,1,1,5
$0.13,$3.70,1,27,0,0,0,0,0,1,1,0,0,1,1,5
$1.21,"$30,000.00",0,26,1,0,0,0,1,0,1,1,0,0,0,7
$0.23,"$40,442.00",0,27,1,0,1,0,1,0,1,1,0,0,0,7
$1.75,"$2,229.00",0,28,1,1,1,1,1,0,1,1,1,0,0,4
$0.70,"$10,859.00",0,31,0,0,0,1,1,0,0,1,1,0,0,5
$0.83,"$15,220.00",0,26,0,0,0,0,1,0,1,1,0,0,0,0
$5.04,"$30,000.00",0,31,0,0,0,0,1,0,1,1,0,0,0,5
$1.44,"$8,439.00",0,30,1,0,0,1,0,0,1,0,1,0,0,8
$0.11,$2.64,0,27,0,0,1,0,0,1,1,0,0,1,1,2
$1.14,"$1,132.53",1,26,0,0,0,1,1,1,1,0,1,1,1,3
$1.34,"$11,000.00",1,28,1,0,0,0,1,0,0,1,0,0,0,5
$1.90,"$2,400.00",0,26,1,0,0,1,0,0,0,0,1,0,0,9
$0.96,"$12,785.00",0,28,1,0,0,0,1,0,0,1,0,0,0,4
$1.51,"$47,193.00",0,27,1,0,0,1,1,0,0,1,1,0,0,2
$0.32,$40.00,0,31,1,0,0,0,0,1,1,0,0,1,1,3
$0.70,"$1,112.00",0,32,0,0,0,1,0,0,1,0,1,0,0,4
$3.90,"$12,035.00",0,27,1,0,0,0,1,0,0,1,0,0,0,4
$0.52,"$23,000.00",0,30,1,0,0,0,1,0,0,1,0,0,0,9
$0.35,$53.00,0,30,1,0,1,0,0,1,1,0,0,1,1,2
$1.26,$106.00,0,32,1,0,1,0,1,1,1,0,0,1,1,14
$1.21,"$1,846.00",0,28,0,0,0,0,0,1,1,0,0,1,1,5
$0.13,$5.80,0,29,0,0,0,0,0,1,1,0,0,1,1,5
$1.26,$669.00,0,32,1,0,1,1,0,0,1,0,1,0,0,0
$1.07,$69.00,1,42,1,0,0,0,0,1,0,0,0,1,1,4
$0.81,"$30,000.00",0,44,0,0,0,0,1,0,0,1,0,0,0,0
$3.16,"$11,000.00",0,37,1,0,0,0,1,0,0,1,0,0,0,4
$0.31,"$5,000.00",1,37,1,0,0,0,1,0,1,1,0,0,0,5
$0.38,"$9,849.00",0,38,1,0,0,0,1,0,0,1,0,0,0,5
$2.94,"$18,920.00",0,45,1,0,0,0,1,1,0,1,0,1,1,7
$0.17,$75.00,1,40,1,0,0,0,0,1,0,0,0,1,1,2
$1.69,"$1,456.90",0,37,0,0,0,1,0,1,1,0,1,1,1,6
$0.12,$102.00,0,37,1,0,0,0,0,1,1,0,0,1,1,4
$0.69,"$1,112.00",0,38,1,0,0,1,0,0,1,0,1,0,0,6
$0.30,$5.51,0,38,0,0,1,0,0,1,1,0,0,1,1,3
$3.29,"$6,877.00",0,44,1,1,0,1,0,1,1,1,1,1,1,4
$0.38,$250.00,0,58,0,1,0,0,0,1,1,1,0,1,1,8
$0.77,"$17,230.00",0,58,1,0,0,0,1,1,1,1,0,1,1,6
$2.38,"$18,168.00",0,54,1,0,0,0,1,1,1,1,0,1,1,7
$1.42,$346.00,0,50,0,0,1,0,0,1,1,0,0,1,1,14
$2.18,"$8,300.00",0,62,1,0,0,1,0,0,1,0,1,0,0,5
$0.58,"$25,851.00",0,62,0,0,1,0,1,0,0,1,0,0,0,0
$3.39,"$23,000.00",0,63,1,0,0,0,1,0,0,1,0,0,0,5
$1.56,"$26,534.90",0,46,1,0,0,0,1,1,0,1,0,1,1,6
$7.00,"$3,700.00",0,57,0,0,0,1,0,0,0,0,1,0,0,8
$0.06,$1.89,0,53,1,0,0,0,0,1,1,0,0,1,1,2
$1.76,"$8,007.48",0,65,1,0,1,0,1,1,0,1,0,1,1,4
$0.45,"$27,000.00",0,56,1,0,0,0,1,0,0,1,0,0,0,7
$3.39,"$24,100.00",0,47,0,0,1,0,1,1,1,1,0,1,1,11
$1.57,$200.00,0,49,0,0,1,0,0,1,1,0,0,1,1,2
$3.62,"$4,500.00",1,59,1,0,0,0,0,1,0,0,0,1,1,6
$2.65,"$7,713.00",0,59,1,0,0,1,0,0,1,0,1,0,0,6
$0.30,$1.05,0,24,1,0,0,0,0,1,0,0,0,1,1,1
$0.75,"$5,075.00",0,17,1,0,0,0,1,0,0,1,0,0,0,4
$3.58,"$36,000.00",0,20,1,0,0,0,1,0,1,1,0,0,0,0
$0.82,$563.00,0,22,1,0,0,1,0,0,0,0,1,0,0,2
$0.16,$0.68,0,25,0,0,0,0,0,1,1,0,0,1,1,2
$1.52,"$2,245.00",0,20,1,0,0,1,0,0,0,0,1,0,0,0
$0.17,$7.74,0,25,0,0,0,0,0,1,1,0,0,1,1,2
$0.11,$5.26,0,22,1,0,0,0,0,1,1,0,0,1,1,2
$2.08,"$19,000.00",0,18,1,0,1,0,1,0,1,1,0,0,0,1
$0.55,"$24,620.00",0,23,1,0,0,0,1,0,0,1,0,0,0,4
$0.25,$30.00,0,25,1,0,0,0,0,1,1,0,0,1,1,5
$1.46,"$2,500.00",0,22,1,0,0,1,1,0,0,0,1,0,0,4
$1.17,"$35,277.00",0,24,1,0,0,1,1,0,1,1,1,0,0,4
$2.54,"$57,791.00",0,21,1,0,0,1,1,0,1,1,1,0,0,5
$1.14,"$46,000.00",0,19,1,0,0,0,1,0,0,1,0,0,0,3
$2.98,"$1,128.00",0,20,1,0,0,1,0,0,1,0,1,0,0,4
$3.15,"$2,247.00",0,22,1,0,0,1,0,0,0,0,1,0,0,5
$1.10,"$11,900.00",0,22,1,0,0,0,1,0,1,1,0,0,0,0
$8.70,"$10,487.00",0,25,1,0,0,1,0,0,1,0,1,0,0,5
$1.05,"$1,690.00",0,20,0,0,1,1,0,0,1,0,1,0,0,1
$0.12,$20.00,0,25,0,0,1,0,0,1,1,0,0,1,1,3
$1.98,"$4,279.00",0,23,1,0,0,1,0,1,0,0,1,1,1,5
$6.53,"$43,000.00",0,16,1,0,1,0,1,0,1,1,0,0,0,1
$3.05,"$1,324.00",0,23,1,0,0,1,0,0,0,0,1,0,0,3
$10.90,"$2,319.00",0,25,1,1,0,1,1,0,1,1,1,0,0,7
$0.27,"$12,500.00",0,21,1,0,0,0,1,0,1,1,0,0,0,5
$2.80,"$24,700.00",0,18,1,0,0,0,1,0,1,1,0,0,0,2
$10.99,"$9,020.00",1,25,1,0,0,1,0,0,0,0,1,0,0,5
$6.83,"$6,580.00",0,24,1,0,0,1,0,0,0,0,1,0,0,2
$3.01,"$3,638.00",0,23,1,0,0,1,0,1,1,0,1,1,1,4
$14.03,"$10,358.00",0,22,1,0,0,1,0,0,1,0,1,0,0,3
$0.23,"$5,000.00",1,27,1,0,0,0,1,0,1,1,0,0,0,5
$1.31,"$12,000.00",0,27,1,0,0,0,1,0,0,1,0,0,0,0
$1.28,"$36,899.00",0,28,1,0,0,0,1,0,1,1,0,0,0,8
$2.97,"$3,527.00",0,28,1,0,1,1,0,0,1,0,1,0,0,3
$1.92,$877.00,0,29,0,0,0,0,0,1,1,0,0,1,1,2
$2.95,"$59,470.00",0,30,1,0,0,0,1,0,1,1,0,0,0,0
$0.82,"$7,500.00",0,28,1,0,0,0,1,0,1,1,0,0,0,6
$3.84,"$20,999.00",0,33,0,0,0,0,1,0,1,1,0,0,0,6
$4.57,"$11,416.00",1,29,1,0,0,0,1,0,0,1,0,0,0,7
$2.29,"$3,599.00",0,34,0,0,0,1,0,0,1,0,1,0,0,2
$2.04,"$4,791.00",0,30,1,0,0,1,1,0,1,0,1,0,0,6
$1.66,"$8,000.00",0,26,0,0,0,0,1,0,1,1,0,0,0,8
$0.62,"$43,702.00",0,26,1,0,0,0,1,0,0,1,0,0,0,6
$1.22,"$33,500.00",0,29,1,0,0,0,1,0,1,1,0,0,0,4
$2.55,"$40,565.00",0,28,0,0,0,0,1,0,1,1,0,0,0,5
$7.57,"$1,763.54",0,30,0,0,0,0,0,1,1,0,0,1,1,4
$1.40,"$32,669.00",0,29,0,0,0,0,1,0,1,1,0,0,0,4
$2.98,$530.09,0,30,0,0,0,1,0,1,0,0,1,1,1,3
$1.42,$73.00,0,31,1,0,1,0,0,1,0,0,0,1,1,2
$0.50,$39.00,0,28,0,0,1,0,0,1,1,0,0,1,1,1
$0.97,"$1,103.00",0,26,1,0,0,1,0,0,1,0,1,0,0,5
$0.63,"$24,000.00",0,33,1,0,0,0,1,0,0,1,0,0,0,8
$6.05,"$6,460.00",0,30,1,1,1,1,1,1,1,1,1,1,1,4
$2.89,"$2,959.00",0,28,1,0,1,1,0,1,1,0,1,1,1,6
$1.89,"$40,000.00",0,29,1,0,0,0,1,0,1,1,0,0,0,5
$3.27,"$78,820.00",0,31,1,0,0,1,1,0,1,1,1,0,0,2
$2.48,"$29,695.00",0,33,1,0,1,1,1,0,1,1,1,0,0,6
$0.31,$174.00,0,28,1,0,0,0,0,1,1,0,0,1,1,3
$1.04,$56.00,0,30,1,0,1,0,0,1,0,0,0,1,1,8
$1.95,"$52,680.00",0,28,0,0,0,0,1,0,1,1,0,0,0,0
$0.83,"$15,000.00",1,26,1,0,0,0,1,0,0,1,0,0,0,0
$2.72,"$5,463.00",1,34,1,0,1,1,0,1,1,0,1,1,1,4
$0.12,$66.00,0,43,1,0,0,0,0,1,1,0,0,1,1,3
$3.05,"$25,151.00",0,38,1,0,0,0,1,0,0,1,0,0,0,7
$0.26,$134.70,0,43,0,0,1,0,0,1,1,0,0,1,1,3
$0.98,"$6,000.00",0,65,0,0,1,0,1,0,1,1,0,0,0,4
$2.23,"$65,592.00",0,55,1,0,1,0,1,0,1,1,0,0,0,4
$0.35,$62.00,0,54,1,0,0,0,0,1,1,0,0,1,1,14
$0.28,$5.92,0,64,1,0,0,0,1,1,0,0,0,1,1,8
$0.19,$202.00,0,49,1,0,0,0,0,1,1,0,0,1,1,7
$0.45,$50.00,0,53,0,0,0,0,0,1,1,0,0,1,1,3
$2.16,"$10,000.00",0,88,0,0,0,0,1,0,0,1,0,0,0,8
$8.59,"$6,000.00",0,68,0,0,1,0,0,1,0,0,0,1,1,6
$0.66,"$3,500.00",0,74,0,0,1,0,0,1,0,0,0,1,1,22
$0.34,$9.48,0,75,0,0,0,0,0,1,1,0,0,1,1,5
$1.04,"$30,000.00",0,91,0,0,1,0,1,0,0,1,0,0,0,3
$2.33,"$10,000.00",0,78,0,0,1,0,1,0,1,1,0,0,0,2
$0.52,$300.00,0,66,1,0,1,0,0,1,1,0,0,1,1,6
$3.43,"$6,278.93",0,69,1,0,1,0,0,1,0,0,0,1,1,4
$3.68,"$34,442.00",0,66,0,0,1,0,1,0,1,1,0,0,0,4
$1.45,"$35,690.00",0,70,0,0,1,0,1,0,1,1,0,0,0,8
$0.85,"$47,621.00",0,78,0,0,1,0,1,0,0,1,0,0,0,2
$1.43,"$32,000.00",0,70,1,0,0,0,1,0,0,1,0,0,0,6
$6.03,"$30,234.00",0,81,0,0,1,0,1,0,1,1,0,0,0,4
$0.55,$84.00,0,74,1,0,0,0,0,1,1,0,0,1,1,2
$2.20,"$4,000.00",0,83,1,0,1,0,0,1,1,0,0,1,1,6
$3.29,"$26,583.00",0,72,0,0,0,0,1,0,1,1,0,0,0,0
$0.87,"$15,000.00",0,81,0,0,0,0,1,0,0,1,0,0,0,0
$0.95,"$29,902.00",0,83,0,0,0,0,1,0,0,1,0,0,0,5
$0.56,"$4,000.00",0,83,0,0,1,0,1,0,1,1,0,0,0,0
$0.17,$100.00,0,88,1,0,1,0,0,1,1,0,0,1,1,10
$1.06,"$36,000.00",0,98,0,0,0,0,1,0,0,1,0,0,0,5
$0.90,"$39,135.00",0,74,0,0,0,0,1,0,0,1,0,0,0,0
$2.21,"$22,000.00",0,73,0,0,1,0,1,0,1,1,0,0,0,1
$0.47,$3.57,0,72,1,0,0,0,0,1,1,0,0,1,1,6
$3.77,"$3,000.00",0,67,1,0,1,0,0,1,1,0,0,1,1,5
$0.12,$9.69,0,70,1,0,0,0,0,1,1,0,0,1,1,3
$0.82,"$45,000.00",0,71,1,0,0,0,1,0,0,1,0,0,0,8
$2.18,"$8,009.33",1,77,1,0,1,0,0,1,1,0,0,1,1,5
$0.53,$181.00,0,66,0,0,1,0,0,1,0,0,0,1,1,10
$3.97,"$36,100.00",0,21,0,0,0,0,1,0,1,1,0,0,0,5
$1.36,"$23,000.00",0,16,0,0,0,0,1,0,1,1,0,0,0,1
$0.92,"$32,500.00",0,10,0,0,0,0,1,0,0,1,0,0,0,0
$1.52,"$31,000.00",0,17,0,0,0,0,1,0,0,1,0,0,0,6
$0.39,"$37,406.00",0,16,0,0,0,0,1,0,1,1,0,0,0,7
$1.99,"$48,722.00",0,15,0,0,0,0,1,0,0,1,0,0,0,8
$0.60,"$1,150.00",1,23,0,0,0,1,0,0,1,0,1,0,0,4
$1.30,"$24,115.00",0,16,0,0,0,0,1,0,1,1,0,0,0,6
$1.52,"$28,000.00",0,18,0,0,1,0,1,0,1,1,0,0,0,7
$0.79,"$25,450.00",0,14,0,0,1,0,1,0,1,1,0,0,0,0
$0.77,"$27,606.00",1,19,0,0,0,0,1,0,1,1,0,0,0,8
$1.02,"$60,140.00",0,21,0,0,1,0,1,0,0,1,0,0,0,0
$0.23,$129.00,0,23,1,0,0,0,0,1,1,0,0,1,1,8
$0.60,$110.00,0,24,1,0,1,0,0,1,1,0,0,1,1,8
$0.67,"$6,000.00",0,24,1,0,0,0,1,0,0,1,0,0,0,8
$3.17,"$31,803.00",0,20,0,0,1,0,1,0,1,1,0,0,0,8
$1.42,"$25,000.00",0,21,0,0,0,0,1,0,1,1,0,0,0,6
$0.58,"$10,000.00",0,24,1,0,0,0,1,0,1,1,0,0,0,4
$0.79,"$14,487.00",0,23,1,0,0,0,1,0,1,1,0,0,0,4
$1.03,"$22,047.00",0,11,0,0,0,0,1,0,1,1,0,0,0,4
$1.79,"$45,855.00",0,19,0,0,0,0,1,0,1,1,0,0,0,4
$0.97,"$60,000.00",0,17,0,0,0,0,1,0,0,1,0,0,0,2
$0.23,$5.23,0,20,1,0,0,0,0,1,0,0,0,1,1,3
$2.37,"$48,230.00",0,14,0,0,0,0,1,0,1,1,0,0,0,0
$2.71,"$30,000.00",0,23,1,0,0,0,1,0,0,1,0,0,0,7
$2.94,"$52,425.00",0,13,0,0,0,0,1,0,0,1,0,0,0,0
$3.11,"$44,983.00",0,24,1,0,0,0,1,0,0,1,0,0,0,7
$0.49,$7.21,1,21,0,0,0,0,0,1,0,0,0,1,1,3
$4.91,"$57,802.00",0,22,0,0,0,0,1,0,1,1,0,0,0,5
$0.11,$8.10,0,20,0,0,0,0,0,1,0,0,0,1,1,2
$4.55,"$38,017.00",0,23,0,0,0,0,1,0,1,1,0,0,0,4
$0.53,"$10,375.00",0,24,0,0,0,0,1,0,0,1,0,0,0,6
$0.34,$16.00,0,25,0,0,0,0,0,1,1,0,0,1,1,7
$0.82,"$38,500.00",1,19,1,0,0,0,1,0,1,1,0,0,0,4
$2.52,"$29,500.00",0,24,0,0,0,0,1,0,1,1,0,0,0,8
$5.03,"$28,875.00",0,25,0,0,0,0,1,0,1,1,0,0,0,8
$5.98,"$19,800.00",0,23,0,0,0,0,1,0,0,1,0,0,0,4
$1.44,"$36,000.00",0,7,1,0,0,0,1,0,1,1,0,0,0,6
$2.37,"$3,426.00",0,25,1,0,0,0,0,1,1,0,0,1,1,7
$0.89,"$8,550.00",0,9,0,0,0,0,1,0,0,1,0,0,0,8
$3.17,"$17,000.00",0,16,0,0,0,0,1,0,1,1,0,0,0,2
$0.32,"$9,000.00",0,17,0,0,0,0,1,0,1,1,0,0,0,6
$2.78,"$15,651.00",0,22,1,0,0,0,1,0,1,1,0,0,0,5
$1.12,"$20,500.00",0,20,0,0,0,0,1,0,0,1,0,0,0,8
$1.64,"$14,420.00",1,18,0,0,0,0,1,0,1,1,0,0,0,0
$2.28,"$90,637.00",0,18,0,0,1,0,1,0,0,1,0,0,0,5
$3.33,"$26,500.00",0,19,0,0,0,0,1,0,0,1,0,0,0,8
$3.53,"$155,256.00",1,24,1,0,0,0,1,0,0,1,0,0,0,8
$0.44,"$36,000.00",0,20,0,0,0,0,1,0,1,1,0,0,0,5
$0.98,"$8,552.00",0,23,1,0,0,1,1,0,1,1,1,0,0,6
$0.59,"$10,000.00",0,21,0,0,0,0,1,0,1,1,0,0,0,3
$0.86,"$37,853.00",0,25,1,0,0,0,1,0,0,1,0,0,0,7
$1.71,"$58,784.00",0,10,0,0,0,0,1,0,0,1,0,0,0,5
$1.30,"$60,028.00",0,18,0,0,0,0,1,0,0,1,0,0,0,0
$6.04,"$29,000.00",0,4,0,0,0,0,1,0,0,1,0,0,0,4
$6.28,"$40,000.00",0,20,1,0,0,0,1,0,0,1,0,0,0,4
$1.26,"$33,865.00",0,22,1,0,0,0,1,0,1,1,0,0,0,4
$0.78,"$21,250.00",0,21,1,0,0,0,1,0,1,1,0,0,0,5
$6.28,"$21,000.00",0,15,1,0,0,0,1,0,0,1,0,0,0,6
$13.09,"$20,250.00",0,22,0,0,0,0,1,0,0,1,0,0,0,4
$3.99,"$23,695.00",0,15,0,0,0,0,1,0,1,1,0,0,0,7
$4.58,"$6,000.00",1,18,0,0,0,0,1,0,1,1,0,0,0,4
$0.59,"$16,500.00",0,25,1,0,0,0,1,0,1,1,0,0,0,9
$0.45,"$8,600.00",0,23,0,0,1,0,1,0,1,1,0,0,0,3
$1.49,"$15,370.00",0,20,1,0,0,0,1,0,0,1,0,0,0,5
$1.35,"$19,999.00",0,24,0,0,0,0,1,0,1,1,0,0,0,6
$0.81,"$17,500.00",0,15,0,0,1,0,1,0,0,1,0,0,0,6
$2.17,"$21,575.00",0,23,1,0,0,0,1,0,0,1,0,0,0,5
$0.91,"$54,982.00",0,24,1,0,0,0,1,0,0,1,0,0,0,8
$0.73,"$9,600.00",0,8,0,0,0,0,1,0,0,1,0,0,0,8
$1.07,$20.00,0,21,1,0,0,0,0,1,1,0,0,1,1,5
$0.34,"$11,000.00",1,23,1,0,0,0,1,0,0,1,0,0,0,7
$4.38,"$24,000.00",0,21,0,0,0,0,1,0,1,1,0,0,0,0
$0.15,$30.00,0,23,0,0,1,0,0,1,1,0,0,1,1,2
$2.47,"$28,500.00",0,19,0,0,0,0,1,0,1,1,0,0,0,4
$3.60,"$24,662.14",0,25,1,0,0,0,1,1,1,1,0,1,1,4
$1.63,"$17,000.00",0,22,1,0,0,0,1,0,0,1,0,0,0,7
$1.96,"$35,954.00",0,18,0,0,1,0,1,0,1,1,0,0,0,8
$2.77,"$25,000.00",0,23,1,0,0,0,1,0,1,1,0,0,0,7
