current_age,retirement_age,birth_month,gender,yearly_income,total_debt,credit_score,Credit_limit,Debit_limit,Debit (Prepaid)_limit,Credit_expires,Debit_expires,Debit (Prepaid)_expires,has_chip,num_credit_cards,Automotive & Transportation Services,Clothing & Fashion,Digital Goods & Computers,Electronics & Appliances,Freight & Trucking,Hotels & Accommodation,Legal & Financial Services,Machinery & Tools,Medical & Healthcare Services,Movies & Theaters,Postal Services - Government Only,Rail & Bus Transport,Restaurants & Eating Places,Retail Stores,Sports & Recreational Activities,Steel & Metal Products,Telecommunications & Media,Utilities & Home Services,Label_Rewards_Credit_Card,Label_Insurance_Solutions,Label_Digital_Financing,Label_Home_Improvement_Loan,Label_Auto_Vehicle_Financing,Label_Commodity_Investment_Services,Label_Travel_Rewards_Card,Label_Savings_Investment_Plans,Label_Wealth_Management_Savings,Label_Card_Upgrade,Label_Retention_Efforts
54.0,63.0,10.0,1.0,34947.0,49024.0,751.0,5800.0,27418.0,0.0,2024.0,2020.0,0.0,1.0,3.0,2233.67,78.08,262.4,71.16,1823.24,0.0,213.86,2305.64,3532.46,1138.17,1743.5,16988.12,693.95,13081.53,917.13,0.0,2347.66,1771.82,2,2,1,0,0,1,2,2,0,1,1
34.0,65.0,10.0,0.0,36324.0,56689.0,705.0,25100.0,16134.0,0.0,2023.0,2024.0,0.0,1.0,4.0,6525.36,437.9,103.9,212.07,0.0,0.0,1485.31,1110.52,14067.39,696.53,0.0,1050.26,1826.06,29803.5,1331.22,530.35,2098.12,2443.73,2,1,0,0,1,0,1,0,0,2,1
46.0,62.0,11.0,1.0,49068.0,123937.0,530.0,0.0,14388.0,63.0,0.0,2022.0,2020.0,1.0,2.0,741.93,2228.42,136.19,389.27,728.23,680.03,621.73,562.5,7199.36,571.66,317.28,0.0,590.97,8174.4,64.64,393.25,5455.46,7802.99,1,2,1,2,1,0,1,1,0,1,2
65.0,70.0,5.0,1.0,25257.0,83995.0,734.0,19800.0,25332.0,0.0,2022.0,2024.0,0.0,0.0,6.0,1958.68,525.19,232.0,173.27,0.0,324.36,0.0,2322.96,4219.08,1068.6,0.0,351.47,469.84,10133.54,770.75,480.77,3317.39,2206.1,1,1,1,0,0,1,1,1,0,3,1
65.0,65.0,12.0,1.0,40957.0,64144.0,608.0,0.0,124806.0,0.0,0.0,2024.0,0.0,1.0,4.0,7135.03,1603.29,30.85,874.44,1068.74,2278.87,1007.74,4394.8,5636.08,900.45,528.81,932.93,3003.2,15664.16,2238.53,1390.98,9233.0,4913.33,2,2,2,2,2,1,3,2,0,1,1
42.0,68.0,12.0,0.0,65403.0,80057.0,784.0,0.0,106862.0,0.0,0.0,2024.0,0.0,1.0,4.0,7740.21,2259.39,0.0,1146.64,239.75,661.75,1501.14,471.79,5233.78,276.32,181.07,17.42,29663.28,19372.47,0.0,258.39,7164.58,2783.66,3,2,2,2,3,1,2,1,1,1,1
63.0,57.0,9.0,0.0,50696.0,32793.0,767.0,5700.0,59915.0,22.0,2024.0,2024.0,2016.0,1.0,5.0,1283.48,3181.94,634.48,531.39,4778.93,4115.76,4243.36,3926.37,3005.05,2211.75,3058.43,2104.74,7924.51,7853.52,282.89,3360.55,5134.64,2756.19,3,2,3,2,2,1,3,2,2,1,1
32.0,74.0,5.0,0.0,40256.0,0.0,719.0,0.0,33554.0,0.0,0.0,2019.0,0.0,1.0,2.0,2034.45,478.4,113.02,246.3,325.81,151.6,905.78,1426.09,2598.75,649.54,374.21,15418.47,1376.38,6550.15,600.64,117.64,12982.62,2351.53,0,2,1,0,0,1,1,2,0,0,1
36.0,64.0,11.0,1.0,67444.0,93513.0,850.0,18000.0,0.0,0.0,2022.0,2.2737367544323206e-13,0.0,1.0,1.0,68345.26,475.76,0.0,981.78,539.27,660.34,0.0,1303.08,2036.98,70.56,0.0,16386.96,3691.36,8012.88,0.0,147.32,73680.72,1889.5,1,2,3,2,3,1,2,0,1,2,3
47.0,72.0,5.0,1.0,41965.0,55700.0,724.0,5800.0,16047.0,0.0,2021.0,2021.0,0.0,1.0,2.0,1466.43,1000.85,861.28,1102.19,127.0,478.47,481.68,1297.92,1249.44,328.37,0.0,372.06,448.38,4598.91,1822.91,2722.78,3581.65,4078.06,1,2,2,2,1,1,1,1,0,0,1
58.0,64.0,8.0,0.0,29519.0,45597.0,643.0,14500.0,736.0,0.0,2022.0,2023.0,0.0,1.0,3.0,3776.7,1222.65,158.98,174.45,7.5,507.81,505.55,866.69,4822.06,730.3,19.22,338.17,2033.0,11584.72,413.57,592.6,9096.04,2159.07,1,0,1,0,0,0,1,1,0,1,2
38.0,65.0,9.0,1.0,44831.0,20906.0,705.0,25700.0,31741.0,0.0,2024.0,2021.0,0.0,1.0,3.0,2791.74,1671.2,361.25,288.77,240.28,893.34,698.56,2901.07,3600.99,969.24,147.19,436.09,2320.76,13978.21,760.33,1878.38,4489.74,2293.39,2,2,2,1,1,2,3,1,0,2,1
48.0,65.0,9.0,0.0,47374.0,35312.0,714.0,13100.0,21900.0,0.0,2024.0,2021.0,0.0,0.0,2.0,2973.71,118.78,0.0,220.62,0.0,0.0,1907.58,631.0,2309.65,365.52,0.0,0.0,9483.48,3256.98,79.53,0.0,6985.28,2668.67,1,2,1,1,1,0,1,1,1,2,2
67.0,67.0,3.0,0.0,46945.0,17835.0,682.0,13700.0,66676.0,0.0,2024.0,2023.0,0.0,1.0,4.0,8115.05,2190.91,75.48,2207.25,30.46,858.38,2187.26,811.47,5075.98,1179.95,74.81,1943.09,2575.79,9635.2,176.21,147.94,3192.66,6971.89,2,1,1,2,2,1,3,3,1,1,1
56.0,65.0,2.0,1.0,28553.0,94214.0,747.0,5800.0,10285.0,0.0,2020.0,2021.0,0.0,0.0,3.0,1533.73,209.91,76.15,88.7,0.0,720.81,429.8,1349.46,4593.99,319.33,17.13,549.98,1049.07,2666.89,27.57,1757.55,28301.06,3288.16,1,1,1,0,0,1,1,2,0,1,0
52.0,65.0,9.0,1.0,71645.0,155006.0,629.0,22000.0,46912.0,0.0,2020.0,2013.0,0.0,1.0,3.0,3807.28,1519.85,64.57,404.98,194.5,830.31,1837.52,1812.67,4349.81,1474.97,81.44,4166.14,10893.71,9242.51,2357.18,1399.95,11681.67,3810.74,2,2,2,1,1,2,3,2,1,1,0
50.0,64.0,4.0,1.0,46039.0,79738.0,672.0,11300.0,44070.0,44.0,2020.0,2023.0,2020.0,1.0,4.0,14040.53,1367.6,0.0,324.23,8.96,275.51,0.0,1021.07,5165.26,3089.17,0.0,89.29,3249.31,19444.9,467.2,0.0,5138.7,2258.83,2,2,1,1,2,0,2,2,0,1,1
33.0,66.0,10.0,0.0,28181.0,37929.0,682.0,7100.0,10005.0,0.0,2021.0,2022.0,0.0,1.0,2.0,1279.67,319.38,0.0,45.9,0.0,0.0,0.0,232.27,2539.09,573.09,0.0,469.27,1806.99,3870.74,212.06,0.0,2062.39,199.26,0,0,0,0,0,0,0,0,0,1,3
55.0,66.0,4.0,1.0,80957.0,161166.0,683.0,53800.0,109110.0,0.0,2022.0,2022.0,0.0,1.0,6.0,3274.71,2836.79,0.0,724.33,384.07,1308.39,1843.45,1764.99,765.95,922.51,46.44,1341.77,39802.27,13113.39,502.1,1590.63,12463.91,6506.25,2,2,2,2,1,2,3,2,1,2,1
20.0,66.0,11.0,1.0,40426.0,76199.0,727.0,0.0,15579.0,0.0,0.0,2022.0,0.0,1.0,1.0,5981.13,1242.76,159.68,288.76,50.86,830.79,2302.41,1614.7,4034.88,1175.92,19.12,2116.08,2657.74,7643.39,429.5,1267.44,4653.5,3499.53,1,1,0,0,1,1,1,1,1,1,2
68.0,71.0,9.0,1.0,41473.0,98151.0,724.0,10100.0,52817.0,0.0,2014.0,2024.0,0.0,1.0,3.0,15765.52,336.59,73.22,355.47,0.0,0.0,966.93,1160.5,3683.82,1215.12,0.0,1395.7,2334.1,21886.15,731.77,0.0,3847.43,2090.68,2,2,1,1,2,0,2,2,0,1,1
57.0,67.0,3.0,1.0,49467.0,77465.0,697.0,32500.0,18647.0,126.0,2024.0,2007.0,2022.0,0.0,5.0,4639.07,746.85,525.86,1036.73,11.0,258.68,6154.31,1240.9,5464.12,612.94,0.0,395.83,4998.96,12338.56,2004.05,1212.59,6589.9,4001.09,2,2,2,2,1,1,2,1,1,3,1
54.0,71.0,9.0,1.0,72807.0,0.0,803.0,15600.0,19263.0,10.0,2022.0,2024.0,2023.0,0.0,3.0,1829.07,2796.23,139.11,94.44,2105.63,921.23,1207.77,7652.33,4501.42,1379.39,1838.84,1790.57,2181.14,6302.42,60.5,1246.71,4904.62,4322.57,3,2,2,3,2,3,3,1,2,2,1
57.0,69.0,10.0,1.0,61173.0,71422.0,692.0,16600.0,46825.0,0.0,2021.0,2022.0,0.0,1.0,3.0,4261.6,2651.17,69.78,938.8,0.0,1139.62,3638.23,2361.75,2997.29,1382.41,0.0,1597.28,4692.24,9933.56,544.36,1442.75,3084.18,2860.29,2,1,1,1,1,2,3,2,1,1,1
50.0,68.0,11.0,1.0,86113.0,177353.0,713.0,87700.0,51051.0,48.0,2024.0,2022.0,2023.0,0.0,6.0,3518.92,2839.59,0.0,1317.14,590.07,446.63,11269.53,2693.58,1805.69,1934.15,204.87,3661.52,5743.3,10559.03,0.0,1969.31,7045.62,5927.91,2,3,1,2,1,2,2,0,1,3,1
18.0,67.0,2.0,1.0,82972.0,173295.0,653.0,17600.0,0.0,0.0,2024.0,2.2737367544323206e-13,0.0,1.0,1.0,3781.92,1232.84,386.34,587.33,228.23,656.23,1137.95,2296.85,4979.2,1378.75,70.48,2823.34,3187.16,13043.11,1117.7,1527.59,7039.38,3984.57,1,2,2,2,1,2,1,0,0,2,3
45.0,65.0,1.0,1.0,34929.0,63849.0,714.0,12100.0,0.0,0.0,2020.0,2.2737367544323206e-13,0.0,1.0,1.0,2864.48,984.73,219.15,299.63,113.01,486.39,2962.28,1451.73,3407.38,450.07,14.29,2664.59,1625.19,6692.6,398.39,1409.64,5927.46,2423.84,0,1,1,0,0,1,0,0,1,0,2
49.0,68.0,2.0,0.0,39969.0,68456.0,713.0,23800.0,13224.0,0.0,2024.0,2020.0,0.0,1.0,3.0,2892.61,680.64,44.07,298.39,213.48,0.0,646.25,468.08,2921.82,400.8,101.63,213.5,2764.99,6366.16,47.76,255.3,4665.66,2727.62,1,2,0,0,0,0,1,0,0,2,1
84.0,64.0,1.0,0.0,66745.0,682.0,718.0,0.0,72017.0,0.0,2013.0,2023.0,0.0,1.0,3.0,3756.83,1446.6,124.55,759.4,764.48,847.64,1940.08,1185.84,3913.7,1326.69,701.58,1032.38,2357.41,6187.62,827.56,796.91,5430.18,3072.16,2,3,1,1,1,2,3,3,2,1,1
39.0,64.0,10.0,1.0,38211.0,84427.0,665.0,13200.0,11641.0,0.0,2022.0,2021.0,0.0,1.0,2.0,3310.35,802.25,182.44,280.92,128.21,702.62,570.05,1063.79,2248.82,656.81,80.19,760.52,1755.18,7800.05,1500.7,698.25,9028.57,2962.2,1,1,1,0,0,0,0,0,0,1,2
23.0,71.0,4.0,1.0,46704.0,91946.0,810.0,0.0,29674.0,0.0,0.0,2020.0,0.0,0.0,1.0,5835.41,1031.33,266.0,300.38,200.63,499.37,1630.17,1205.75,8822.49,1522.13,134.89,2766.65,5111.63,18083.63,3168.73,822.01,5116.22,2051.82,2,2,3,2,3,0,1,1,1,1,1
52.0,68.0,7.0,1.0,55059.0,162462.0,735.0,11400.0,57071.0,0.0,2013.0,2024.0,0.0,1.0,3.0,905.8,2262.63,316.7,13.64,0.0,284.08,0.0,1043.35,7130.79,531.33,0.0,17311.72,26218.11,5370.47,2972.04,2204.25,6595.44,4865.44,2,3,2,2,1,1,3,1,0,1,1
34.0,69.0,6.0,1.0,32126.0,54351.0,745.0,0.0,32313.0,0.0,0.0,2022.0,0.0,0.0,2.0,15913.33,1282.61,238.54,0.0,391.78,0.0,405.27,986.2,33181.99,640.75,294.26,232.61,19198.48,80208.84,362.19,496.42,4372.46,1359.8,1,2,1,0,1,0,0,1,0,2,2
36.0,66.0,8.0,1.0,36753.0,33657.0,684.0,23500.0,11347.0,71.0,2024.0,2023.0,2020.0,1.0,4.0,2837.74,361.72,115.36,389.76,0.0,732.45,0.0,172.63,2738.86,508.72,0.0,0.0,185.2,7163.27,76.7,174.88,6040.0,3056.63,1,0,0,0,0,0,1,0,0,2,1
86.0,68.0,9.0,1.0,33426.0,1852.0000000000073,699.0,0.0,68507.0,0.0,0.0,2024.0,0.0,1.0,4.0,5281.7,12775.71,0.0,0.0,0.0,0.0,0.0,3224.16,6417.42,3706.75,0.0,456.05,7807.29,33882.63,61746.0,250.87,6120.91,5387.41,2,1,0,1,1,2,1,3,0,1,1
40.0,69.0,6.0,1.0,27013.0,58806.0,651.0,8000.0,13886.0,0.0,2021.0,2024.0,0.0,1.0,3.0,1875.55,113.12,270.52,166.96,0.0,257.24,0.0,795.89,2296.17,60.83,0.0,137.29,0.0,3138.35,314.82,154.8,1330.48,1457.69,1,0,1,0,0,0,1,1,0,1,1
41.0,70.0,9.0,1.0,38450.0,51430.0,850.0,0.0,16905.0,0.0,0.0,2022.0,0.0,1.0,1.0,2841.44,544.37,17.49,337.8,33.66,538.21,1648.46,1180.71,3301.86,857.85,23.71,661.61,4128.71,5740.09,426.79,788.02,4395.43,4239.0,1,0,1,2,1,0,0,1,1,1,2
18.0,65.0,1.0,1.0,29047.0,36835.0,786.0,0.0,9241.0,0.0,0.0,2024.0,0.0,1.0,1.0,3457.72,850.85,145.89,336.13,79.33,699.62,1085.64,1160.61,4616.31,723.48,35.52,2504.12,2214.02,10773.77,295.93,288.15,6221.76,2202.6,1,0,1,1,1,0,0,1,1,1,3
39.0,68.0,5.0,1.0,56347.0,32530.0,779.0,26200.0,29335.0,0.0,2023.0,2024.0,0.0,1.0,3.0,5722.39,598.4,165.21,471.05,0.0,349.76,291.51,2581.98,2755.54,136.75,0.0,1719.8,3678.17,7229.76,159.57,1102.33,3377.25,4357.37,2,1,2,3,3,1,2,0,1,2,1
49.0,63.0,8.0,1.0,38028.0,79101.0,831.0,11500.0,42093.0,0.0,2017.0,2022.0,0.0,0.0,4.0,4057.79,744.97,345.87,533.72,426.15,822.81,1689.08,1336.84,3093.24,488.37,468.13,8777.2,8656.21,9808.52,416.58,564.54,6596.3,2772.2,3,1,2,1,1,0,2,2,1,2,1
47.0,63.0,8.0,1.0,36319.0,44737.0,730.0,18300.0,25243.0,0.0,2023.0,2020.0,0.0,1.0,4.0,2125.47,1421.69,9.61,279.47,19.59,829.0,253.06,1391.99,1694.13,39.16,0.0,89.28,5869.79,3366.76,0.0,893.82,2819.39,2576.18,2,1,0,0,0,0,1,0,0,2,1
63.0,65.0,11.0,1.0,52380.0,8764.0,850.0,66800.0,16681.0,0.0,2024.0,2020.0,0.0,1.0,6.0,3971.37,856.01,174.34,173.02,416.3,1264.29,5123.14,2713.33,6890.03,2914.99,23.48,1729.82,2374.06,12795.26,1696.61,299.26,6157.3,4483.65,3,2,3,3,2,2,3,2,2,2,1
20.0,61.0,6.0,1.0,46580.0,91081.0,660.0,0.0,23442.0,0.0,0.0,2024.0,0.0,1.0,2.0,2617.85,644.79,69.41,109.44,111.96,692.52,1727.28,674.73,2961.2,479.18,25.09,4688.13,964.08,5345.59,812.73,479.71,16194.06,2600.76,0,1,2,1,1,0,2,1,0,1,2
23.0,66.0,9.0,1.0,37769.0,1411.9999999999927,742.0,0.0,36538.0,0.0,0.0,2023.0,0.0,1.0,2.0,3142.36,1129.19,93.51,165.46,58.15,234.95,876.18,1139.47,3364.8,627.55,0.0,2865.88,5040.64,7606.48,413.46,487.28,5910.08,2562.95,1,1,0,0,0,1,0,2,0,1,2
21.0,67.0,4.0,0.0,31167.0,29342.0,749.0,0.0,52953.0,0.0,0.0,2024.0,0.0,1.0,3.0,2127.99,1069.94,124.07,275.54,78.26,446.1,670.21,673.26,2920.87,979.85,3.87,797.55,3250.33,6554.73,210.05,526.71,3891.12,2567.8,1,1,0,0,0,0,1,1,0,1,1
24.0,65.0,8.0,1.0,35212.0,56286.0,765.0,9400.0,11779.0,0.0,2022.0,2020.0,0.0,1.0,2.0,2188.15,1092.28,221.61,333.06,97.01,785.22,830.0,551.88,2175.89,338.56,65.61,7162.32,813.31,5073.22,1575.59,254.05,4394.08,3182.29,2,1,2,1,1,0,1,0,1,1,2
46.0,66.0,1.0,1.0,36440.0,30574.0,745.0,7900.0,415.0,0.0,2020.0,2023.0,0.0,0.0,2.0,37015.17,1618.19,224.83,22.0,0.0,375.16,1122.27,352.81,2036.07,348.32,0.0,129.4,12974.7,7016.17,185.73,149.44,6735.97,595.98,1,1,1,0,1,0,0,0,0,2,3
47.0,61.0,2.0,0.0,29564.0,54279.0,694.0,0.0,0.0,124.0,0.0,2.2737367544323206e-13,2022.0,0.0,2.0,8093.99,404.25,163.43,0.0,9.76,0.0,0.0,1020.77,970.12,812.37,0.0,0.0,1238.79,4700.99,270.61,60.41,599.12,1054.2,0,0,0,0,1,0,0,2,0,2,3
38.0,68.0,1.0,0.0,34311.0,61776.0,705.0,0.0,11710.000000000004,72.0,0.0,2014.0,2020.0,1.0,2.0,5543.9,1135.84,138.34,201.96,118.46,802.84,93.73,1554.87,5001.49,858.75,89.56,814.66,4628.92,14208.79,858.34,770.72,6752.25,3115.27,1,1,0,0,1,0,0,1,0,0,1
39.0,63.0,12.0,0.0,30383.0,58466.0,609.0,0.0,20170.0,0.0,0.0,2023.0,0.0,1.0,2.0,2387.44,451.58,66.68,67.04,91.97,188.93,942.56,1527.84,3175.96,781.27,19.22,6765.7,983.02,9168.51,1577.34,115.11,4514.78,2284.36,1,0,0,0,0,0,1,1,0,1,2
56.0,68.0,1.0,1.0,52841.0,36288.0,733.0,14900.0,56487.0,0.0,2024.0,2024.0,0.0,0.0,5.0,6348.93,9925.46,0.0,435.6,377.86,2607.09,1760.08,1358.68,4372.96,643.67,84.8,1261.93,15524.55,18809.62,158.66,1147.24,5134.52,6129.01,2,3,1,2,2,1,3,2,0,2,1
22.0,70.0,2.0,1.0,37497.0,0.0,695.0,0.0,0.0,74.0,0.0,2.2737367544323206e-13,2020.0,1.0,1.0,2906.35,531.53,51.46,264.31,108.28,358.6,152.46,1109.16,3255.09,819.61,65.37,242.06,1751.94,7867.96,341.55,497.46,2067.79,3147.69,0,0,0,0,0,1,0,2,0,0,2
24.0,69.0,7.0,1.0,64319.0,0.0,757.0,0.0,44976.0,98.0,0.0,2023.0,2020.0,1.0,3.0,5494.16,1359.14,70.24,276.77,75.57,890.13,1402.32,752.25,5881.06,612.36,70.98,10150.3,3218.32,10292.21,97.82,897.04,5707.23,3960.67,2,3,2,3,3,2,3,2,2,1,1
33.0,66.0,7.0,1.0,44534.0,107410.0,702.0,9900.0,51231.0,0.0,2024.0,2023.0,0.0,1.0,4.0,3177.12,850.34,115.69,437.01,0.0,51.71,898.14,125.94,1404.33,79.7,0.0,977.09,6523.62,3806.76,0.0,644.57,8795.79,2529.32,2,1,2,1,1,0,2,1,0,1,1
27.0,65.0,10.0,1.0,45973.0,0.0,777.0,9200.0,14797.0,0.0,2023.0,2020.0,0.0,0.0,2.0,3235.77,522.26,101.84,348.75,795.77,965.77,938.15,1203.88,3022.01,361.24,775.98,8725.6,4867.46,8652.51,100.57,833.96,7290.02,1361.27,2,2,2,2,2,1,2,2,1,2,2
66.0,68.0,10.0,1.0,35602.0,55369.0,661.0,6100.0,29889.0,72.99999999999999,2022.0,2024.0,2020.0,1.0,5.0,6046.27,1418.65,144.18,656.24,212.77,1640.96,2381.82,2246.7,11836.17,609.06,0.0,8965.12,2347.95,29432.63,135.2,1257.15,28924.42,2525.18,2,1,1,0,1,1,2,2,1,1,1
48.0,62.0,8.0,1.0,72844.0,207423.0,718.0,0.0,27677.0,0.0,0.0,2021.0,0.0,1.0,1.0,7049.49,3723.18,186.46,747.65,219.96,1201.57,833.57,2832.84,5967.06,3192.13,73.96,4199.01,2462.77,13537.4,1283.14,2482.69,14586.74,4539.2,1,3,2,2,2,2,2,2,0,0,1
24.0,69.0,10.0,1.0,35856.0,73257.0,712.0,17800.0,39450.0,0.0,2021.0,2021.0,0.0,1.0,4.0,10114.13,1016.13,110.05,269.32,119.03,250.3,475.79,1728.68,7125.1,395.28,17.08,2261.76,2078.57,14659.21,1216.21,482.24,6394.79,2336.2,2,2,0,0,1,1,1,1,0,1,0
58.0,72.0,8.0,1.0,32295.0,72357.0,698.0,8500.0,45019.0,0.0,2023.0,2022.0,0.0,1.0,4.0,3952.25,1236.26,28.36,191.5,20.65,425.0,1126.08,961.59,3837.67,423.86,16.61,1930.86,15121.94,8387.53,56.16,493.26,2351.65,410.93,2,0,0,0,0,0,1,2,0,1,1
61.0,63.0,10.0,1.0,41865.0,60911.0,676.0,0.0,51575.0,0.0,0.0,2024.0,0.0,0.0,4.0,3451.94,565.81,0.0,41.6,257.71,0.0,1007.27,42.57,1270.95,1030.12,0.0,443.79,570.38,3766.96,0.0,0.0,5586.59,1575.12,1,2,1,1,1,0,2,2,0,2,1
35.0,66.0,10.0,1.0,34542.0,35474.0,697.0,0.0,56060.0,0.0,0.0,2024.0,0.0,1.0,4.0,3681.34,1380.21,119.81,234.76,109.77,419.06,716.78,1614.54,3668.6,647.59,20.99,891.28,2781.0,9032.8,406.32,500.44,4336.26,2146.46,1,0,0,0,0,0,1,1,0,1,1
33.0,71.0,11.0,1.0,24009.0,19085.0,811.0,5000.0,29959.0,0.0,2021.0,2023.0,0.0,0.0,4.0,1304.6,272.47,0.0,91.43,119.03,266.83,0.0,227.07,708.66,298.75,114.52,465.2,265.12,2867.18,492.69,183.21,6961.12,2251.42,2,1,1,1,1,0,1,1,1,2,1
31.0,61.0,4.0,1.0,45433.0,91998.0,523.0,5900.0,0.0,0.0,2021.0,2.2737367544323206e-13,0.0,1.0,1.0,2790.59,1083.92,106.06,384.17,210.98,764.31,4437.81,1843.39,3455.37,934.99,76.38,3312.11,3587.86,7812.69,453.35,2022.03,7336.47,3412.32,0,1,1,1,1,1,1,0,1,0,2
57.0,67.0,6.0,0.0,39508.0,18870.0,770.0,0.0,30879.0,137.0,0.0,2024.0,2020.0,1.0,4.0,3040.97,191.31,0.0,575.64,257.76,1027.61,326.37,1229.53,2391.3,525.88,210.2,145.36,1064.39,6658.02,893.86,212.0,2512.08,1665.86,2,1,1,1,1,1,2,3,1,1,1
45.0,66.0,4.0,1.0,57658.0,74288.0,766.0,13300.0,102256.0,0.0,2024.0,2024.0,0.0,0.0,5.0,2664.66,1825.58,108.46,15.2,181.03,1100.28,1790.19,1031.96,5556.51,139.31,58.08,662.19,2048.53,9569.06,119.53,376.87,7656.63,1046.26,3,2,3,2,2,1,3,1,1,2,1
21.0,70.0,9.0,0.0,32829.0,44141.0,652.0,0.0,1680.0,0.0,0.0,2021.0,0.0,1.0,1.0,3271.6,745.75,128.4,219.3,66.39,354.76,1770.18,1044.28,3902.45,758.1,43.35,3184.77,1983.08,9544.61,355.73,739.97,3619.15,2840.78,0,0,0,0,0,0,0,1,0,0,2
26.0,65.0,2.0,0.0,43454.0,79295.0,774.0,10200.0,21359.0,0.0,2024.0,2022.0,0.0,1.0,2.0,5052.04,1081.8,102.96,379.72,68.92,567.48,1159.54,983.56,3544.83,595.55,42.66,605.22,1444.58,9904.0,479.88,704.89,12086.63,3543.76,1,1,3,2,2,0,1,1,1,1,2
27.0,65.0,6.0,0.0,38487.0,28032.0,773.0,29500.0,20430.0,0.0,2024.0,2022.0,0.0,1.0,4.0,5558.63,895.86,0.0,367.27,0.0,253.6,0.0,3577.67,12186.98,1424.12,0.0,551.43,190.42,37541.73,2600.98,889.8,9646.46,4073.47,3,1,2,2,2,1,1,0,1,2,1
57.0,62.0,3.0,1.0,35239.0,43270.0,726.0,0.0,24089.0,0.0,0.0,2024.0,0.0,0.0,1.0,1739.66,3115.12,350.29,291.62,0.77,603.53,0.0,1394.15,2699.49,46.63,0.46,281.24,4180.21,3425.49,219.7,17.87,2342.2,693.45,1,1,1,0,0,0,0,2,0,2,2
55.0,66.0,4.0,1.0,37147.0,0.0,703.0,0.0,40752.0,0.0,0.0,2024.0,0.0,1.0,3.0,1334.07,872.95,0.0,160.73,52.71,910.83,758.96,425.88,5406.67,1210.03,62.69,20400.81,1152.81,3966.35,97.91,2581.12,6714.48,2666.14,2,1,0,0,0,2,2,3,0,1,1
51.0,62.0,3.0,0.0,64481.0,114394.0,627.0,0.0,49877.0,138.0,0.0,2022.0,2021.0,0.0,5.0,5291.44,1449.85,210.32,430.87,0.0,0.0,5262.53,2660.2,4138.31,622.96,0.0,16974.58,3379.42,8681.59,1021.36,1433.36,5027.6,4258.92,2,1,2,2,2,2,3,2,1,2,1
58.0,65.0,11.0,1.0,40628.0,66552.0,636.0,10500.0,0.0,0.0,2015.0,2.2737367544323206e-13,0.0,1.0,1.0,2496.96,1096.35,37.42,333.29,81.71,699.92,472.91,855.61,3230.61,497.16,7.29,1112.99,2618.92,5679.28,1147.7,528.0,4957.46,2120.22,1,0,0,0,0,0,0,1,0,0,2
38.0,65.0,7.0,1.0,40478.0,76392.0,718.0,9500.0,7030.0,25.0,2022.0,2003.0,2020.0,1.0,3.0,3443.65,849.02,0.0,22.97,111.4,29.59,0.0,186.69,3847.15,696.71,88.92,47.15,0.0,6795.95,786.74,1405.2,5319.55,3778.25,1,2,0,0,0,1,1,0,0,1,2
55.0,68.0,8.0,1.0,45767.0,41791.0,721.0,13800.0,18558.0,72.99999999999999,2024.0,2022.0,2021.0,1.0,4.0,3916.57,1259.81,54.39,264.08,73.57,332.66,349.69,781.21,3911.86,618.29,76.74,580.94,4984.94,9114.84,1002.92,466.15,7057.12,3214.92,2,2,1,1,1,0,2,1,0,1,1
78.0,68.0,7.0,1.0,18100.0,0.0,682.0,0.0,81647.0,0.0,0.0,2022.0,0.0,0.0,6.0,1707.84,1434.32,118.42,376.73,605.01,2038.82,1048.33,1054.35,2813.39,1130.83,151.42,401.37,938.41,6858.65,644.89,1714.17,2497.06,1730.27,2,1,0,0,0,2,2,3,0,2,1
18.0,68.0,12.0,1.0,29497.0,66044.0,722.0,16300.0,16350.0,0.0,2023.0,2020.0,0.0,1.0,3.0,4043.32,776.49,156.93,302.86,386.13,519.38,605.09,1503.62,3468.29,380.32,277.39,805.17,2218.45,9266.59,1552.1,637.83,5343.2,2747.68,2,2,0,0,0,0,1,0,0,1,1
27.0,65.0,1.0,1.0,48484.0,63561.0,775.0,0.0,79583.0,0.0,0.0,2024.0,0.0,0.0,4.0,3750.64,1057.08,108.0,388.96,564.53,387.81,1683.99,2327.07,4189.45,2008.98,547.63,1132.78,1580.69,9875.67,828.13,1637.47,4363.73,4299.59,3,2,2,3,2,1,2,1,1,2,1
22.0,65.0,9.0,1.0,30961.0,42597.0,677.0,0.0,8492.0,0.0,0.0,2020.0,0.0,1.0,1.0,5506.84,991.37,127.03,211.68,84.24,827.6,2121.95,1265.6,3888.14,932.7,17.79,1891.45,2115.48,5472.08,197.92,750.87,11964.37,2948.66,0,0,1,0,1,0,0,1,1,0,2
27.0,74.0,2.0,0.0,60510.0,23196.0,790.0,0.0,79413.0,0.0,0.0,2024.0,0.0,1.0,3.0,3639.39,535.98,62.96,591.6,1664.03,0.0,2544.89,4150.15,5514.06,1158.75,2051.25,370.05,1929.22,14878.14,1611.69,143.5,18895.67,4545.9,3,2,3,3,2,3,2,2,3,1,1
51.0,63.0,12.0,0.0,49737.0,136056.0,643.0,12200.0,0.0,0.0,2024.0,2.2737367544323206e-13,0.0,1.0,1.0,3720.24,1345.82,332.56,633.84,255.85,838.84,1492.83,1067.84,3589.12,423.94,71.31,5229.43,1734.25,5547.55,1154.51,626.59,4345.37,2992.41,1,2,2,1,1,0,2,1,0,1,3
