current_age,retirement_age,birth_month,gender,yearly_income,total_debt,credit_score,num_credit_cards,Credit_limit,Debit_limit,Debit (Prepaid)_limit,Credit_expires,Debit_expires,Debit (Prepaid)_expires,has_chip,Automotive & Transportation Services,Clothing & Fashion,Digital Goods & Computers,Electronics & Appliances,Freight & Trucking,Hotels & Accommodation,Legal & Financial Services,Machinery & Tools,Medical & Healthcare Services,Movies & Theaters,Postal Services - Government Only,Rail & Bus Transport,Restaurants & Eating Places,Retail Stores,Sports & Recreational Activities,Steel & Metal Products,Telecommunications & Media,Utilities & Home Services
36,59,8,1,43953.0,76915.0,607,1,0.0,20362.0,0.0,0.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
53,69,11,1,30054.0,60128.0,681,1,0.0,5521.0,0.0,0.0,2024.0,0.0,1,,,,,,,,,,,,,,,,,,
48,71,3,1,75785.0,117920.0,814,3,30000.0,0.0,87.0,2015.0,0.0,2023.0,0,,,,,,,,,,,,,,,,,,
20,66,9,1,28421.0,77772.0,738,1,0.0,0.0,29.0,0.0,0.0,2022.0,1,,,,,,,,,,,,,,,,,,
28,65,5,1,51041.0,106989.0,686,1,0.0,16486.0,0.0,0.0,2020.0,0.0,0,,,,,,,,,,,,,,,,,,
40,61,7,1,28229.0,55675.0,622,5,14400.0,30613.0,0.0,2023.0,2024.0,0.0,0,1083.49,500.7,0.0,31.03,0.0,0.0,0.0,89.31,2457.19,345.91,0.0,1280.09,118.38,3859.21,499.17,0.0,9735.19,252.18
40,64,12,1,75711.0,121251.0,750,1,0.0,32704.0,0.0,0.0,2020.0,0.0,1,8272.460000000001,695.01,528.98,910.13,154.43,233.81,0.0,4350.53,5398.75,1118.65,245.69,2763.63,179.32,7774.98,197.17,1698.28,2889.9,4980.42
47,69,11,1,52308.0,135319.0,679,1,21000.0,0.0,0.0,2023.0,0.0,0.0,1,3403.38,1677.78,0.0,726.88,283.55,1280.22,725.26,661.16,2140.19,45.2,0.0,5869.19,2550.03,7390.39,5270.25,274.52,2025.25,2790.23
27,67,8,0,37384.0,120327.0,706,2,13800.0,16799.0,0.0,2024.0,2020.0,0.0,1,,,,,,,,,,,,,,,,,,
94,66,1,1,60080.0,1807.0,690,6,64900.0,58388.0,0.0,2023.0,2023.0,0.0,0,13204.9,922.02,1116.94,992.9699999999999,210.36,822.21,5811.22,3577.63,21441.49,3673.39,335.31,863.54,3327.77,62855.32,2583.87,2221.31,6915.75,5361.99
31,68,8,1,41297.0,34703.0,685,2,0.0,26665.0,0.0,0.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
51,65,10,1,29388.0,21221.0,755,3,0.0,25175.0,90.0,0.0,2015.0,2020.0,0,1081.81,336.72,186.67000000000002,106.64,0.0,0.0,0.0,76.55,819.27,274.43,0.0,23969.69,355.67,3144.28,48.65,0.0,438.13,352.11
18,69,1,1,70380.0,106797.0,725,2,0.0,80704.0,0.0,0.0,2024.0,0.0,1,,,,,,,,,,,,,,,,,,
18,69,8,1,36866.0,0.0,680,2,8600.0,11521.0,0.0,2020.0,2020.0,0.0,0,,,,,,,,,,,,,,,,,,
44,65,1,1,31015.0,103094.0,737,2,7400.0,0.0,107.0,2023.0,0.0,2023.0,1,,,,,,,,,,,,,,,,,,
28,57,8,1,25122.0,43205.0,819,3,13500.0,9944.0,0.0,2020.0,2020.0,0.0,1,,,,,,,,,,,,,,,,,,
26,61,2,1,58435.0,134789.0,666,2,0.0,48241.0,0.0,0.0,2021.0,0.0,1,,,,,,,,,,,,,,,,,,
46,68,12,0,29510.0,47153.0,752,4,14800.0,11510.0,0.0,2024.0,2007.0,0.0,1,1895.4,208.27,0.0,164.39000000000004,285.7,509.2,1347.43,540.6800000000001,763.95,247.67,157.34,120.28,915.63,2629.89,1002.5,0.0,8133.98,2295.44
18,68,2,0,47672.0,115371.0,767,4,0.0,63289.0,76.0,0.0,2023.0,2020.0,1,,,,,,,,,,,,,,,,,,
32,68,6,0,33548.0,31183.0,693,2,8900.0,12183.0,0.0,2022.0,2023.0,0.0,1,3953.75,679.91,0.0,160.89,74.05000000000001,697.27,280.53,311.37,4620.43,62.94,0.0,827.8199999999999,638.0600000000001,8493.01,352.9,1684.67,2697.68,2049.71
27,66,6,1,57927.0,87736.0,557,1,19800.0,0.0,0.0,2020.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
54,69,1,1,42379.0,136748.0,692,3,0.0,38333.0,109.0,0.0,2024.0,2024.0,1,887.18,2106.9500000000003,223.69,163.46,383.53,178.35000000000002,191.49,0.0,2437.2599999999998,173.45,0.0,340.5,0.0,3330.36,74.11,718.59,4836.05,2899.64
36,69,8,1,39871.0,73726.0,719,4,21000.0,14056.0,0.0,2023.0,2021.0,0.0,1,10410.97,1277.66,299.99,139.37,0.0,430.4,813.76,1799.12,11745.3,113.6,0.0,192.84,2546.07,25993.57,169.2,1329.02,6509.58,2825.13
67,65,3,0,19199.0,15091.0,715,3,9300.0,20374.0,0.0,2012.0,2017.0,0.0,0,,,,,,,,,,,,,,,,,,
62,67,5,1,36911.0,93367.0,724,4,7500.0,10438.0,0.0,2023.0,2023.0,0.0,0,,,,,,,,,,,,,,,,,,
67,67,12,1,28357.0,10400.0,628,2,6800.0,0.0,77.0,2021.0,0.0,2022.0,1,6294.91,1446.17,0.0,460.62,0.0,223.43,763.36,409.63,11743.34,720.31,0.0,219.86,152.82,20325.17,181.72,131.37,3319.7,1973.68
34,75,8,1,35641.0,64419.0,625,2,0.0,26988.0,0.0,0.0,2024.0,0.0,0,2766.27,96.39999999999999,325.44,1413.24,98.1,482.39,1125.19,653.55,2501.65,463.44,0.0,398.96999999999997,707.5899999999999,7007.06,289.48,944.83,5727.22,4539.41
52,67,5,1,40177.0,47012.0,698,4,23800.0,23792.0,0.0,2018.0,2024.0,0.0,1,942.81,645.37,0.0,172.24,0.0,1204.77,1219.75,651.58,2260.69,450.93,0.0,439.98,2013.02,4808.26,117.49000000000001,1670.3899999999999,4764.57,2636.19
47,65,10,1,28055.0,12475.0,829,3,6200.0,7258.0,0.0,2024.0,2020.0,0.0,1,592.23,894.71,112.66,462.09000000000003,178.00999999999996,274.46999999999997,1328.36,1047.37,1262.15,173.26999999999998,15.67,134.58,411.26,2642.69,0.0,876.1400000000001,1143.89,2618.58
54,66,7,1,26696.0,0.0,683,5,5900.0,28962.0,0.0,2018.0,2024.0,0.0,0,3382.94,150.75,0.0,136.16,0.0,142.84,205.57,176.12000000000003,1033.36,185.15,7.05,0.0,497.06,4942.86,11269.99,0.0,7810.05,2269.16
21,68,7,0,87372.0,40547.0,792,3,21400.0,68932.0,0.0,2024.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
45,57,11,1,39942.0,52441.0,709,4,6600.0,30121.0,0.0,2015.0,2023.0,0.0,1,,,,,,,,,,,,,,,,,,
18,61,3,1,61325.0,83899.0,652,1,0.0,15569.0,0.0,0.0,2021.0,0.0,1,,,,,,,,,,,,,,,,,,
44,67,7,1,36843.0,52248.0,772,5,14900.0,49735.0,0.0,2009.0,2023.0,0.0,1,3268.54,1473.94,186.57,590.31,79.84,355.23,398.94000000000005,1118.0,4122.94,218.96,212.75,51493.16,5000.36,11999.62,63.38,339.20000000000005,6270.2,2612.8
45,67,3,1,36323.0,65525.0,700,3,13200.0,15125.0,130.0,2020.0,2024.0,2006.0,1,5629.3,1221.87,255.60999999999999,655.57,15.989999999999998,1201.81,618.79,886.77,8015.38,381.49,0.0,1893.82,3264.21,18737.98,792.0500000000001,135.65,10239.79,3580.29
70,65,3,1,36724.0,16437.0,701,4,32900.0,0.0,93.0,2024.0,0.0,2020.0,1,6522.21,978.51,0.0,255.48000000000005,76.45,992.5,1632.92,2104.9,12170.12,571.9300000000001,0.0,153.92000000000002,2045.48,24895.93,50.04,1028.01,4452.9,2230.21
36,71,2,1,64419.0,183210.0,711,1,0.0,25124.0,0.0,0.0,2012.0,0.0,1,,,,,,,,,,,,,,,,,,
34,68,6,1,29907.0,16764.0,732,2,6300.0,12801.0,0.0,2024.0,2021.0,0.0,1,2145.05,755.12,673.88,729.17,17.28,142.07,1497.97,367.86,2411.61,564.05,21.8,319.71000000000004,357.81,5040.09,168.23000000000002,275.2,5026.91,2462.4900000000002
61,65,7,1,37362.0,21600.0,703,4,7900.0,49286.0,0.0,2024.0,2023.0,0.0,0,2373.07,2094.5099999999998,94.22,69.14,0.0,431.37,670.27,316.67,3027.12,478.62,0.0,11266.13,1562.91,5590.69,0.0,0.0,4166.56,2350.0
20,64,1,0,47504.0,65156.0,706,1,0.0,14304.0,0.0,0.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
44,65,11,1,40407.0,25986.0,697,3,20700.0,14227.0,0.0,2021.0,2022.0,0.0,1,415.48,643.47,0.0,732.03,0.0,0.0,2013.37,844.02,1420.51,325.86,10.49,900.31,4221.86,2689.36,281.21000000000004,807.21,5875.41,3916.9900000000002
46,68,7,0,56467.0,66565.0,688,3,0.0,83093.0,0.0,0.0,2020.0,0.0,1,3797.38,2972.96,152.58,323.14,269.25,3833.2,0.0,21.01,5063.6,2880.68,76.47,1238.91,4760.07,10971.67,11384.82,2431.6,6939.91,5136.53
23,65,12,1,44128.0,0.0,760,1,0.0,19612.0,0.0,0.0,2020.0,0.0,1,,,,,,,,,,,,,,,,,,
20,74,9,1,46284.0,46220.0,850,1,0.0,0.0,86.0,0.0,0.0,2024.0,1,,,,,,,,,,,,,,,,,,
68,72,8,0,50258.0,0.0,686,3,0.0,99103.0,0.0,0.0,2024.0,0.0,1,6686.14,558.25,36.19,925.7099999999999,0.0,2001.9099999999999,0.0,1004.83,6454.44,1752.64,0.0,19745.19,4932.32,10254.25,398.72999999999996,1413.19,7970.5599999999995,3429.68
19,75,7,0,31797.0,5400.0,843,2,7100.0,13964.0,0.0,2024.0,2021.0,0.0,1,,,,,,,,,,,,,,,,,,
20,63,8,1,51713.0,86165.0,809,1,0.0,0.0,65.0,0.0,0.0,2020.0,1,,,,,,,,,,,,,,,,,,
50,66,10,1,104045.0,0.0,734,3,37600.0,37941.0,55.0,2008.0,2020.0,2024.0,1,,,,,,,,,,,,,,,,,,
18,68,6,1,128123.0,135808.0,699,1,0.0,61407.0,0.0,0.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
55,72,9,0,47643.0,45706.0,764,8,46500.0,93230.0,0.0,2024.0,2024.0,0.0,0,2598.94,268.27,151.04999999999998,246.12,0.0,568.64,422.57,791.1800000000001,737.11,495.06,0.0,1376.94,5178.58,3602.2,266.95,579.2,4223.74,1133.03
18,63,1,1,49084.0,106863.0,577,3,0.0,32696.0,0.0,0.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
33,67,7,1,35499.0,80517.0,724,1,7900.0,0.0,0.0,2024.0,0.0,0.0,1,3837.15,1702.85,0.0,230.91000000000003,0.0,739.94,753.73,961.3,6260.49,304.88,0.0,0.0,134.95,6601.64,281.86,1112.62,3663.27,1893.32
90,74,11,0,48580.0,1785.0,687,7,45100.0,69087.0,86.0,2024.0,2023.0,2023.0,0,4447.7,629.56,157.24,182.86,352.69,1771.06,1306.25,2203.74,7424.66,2558.68,0.0,1137.14,1464.78,11606.27,2225.85,1264.4699999999998,5475.93,3280.42
28,63,8,0,44046.0,57982.0,557,3,6100.0,39923.0,0.0,2021.0,2021.0,0.0,1,,,,,,,,,,,,,,,,,,
49,70,7,0,46377.0,79980.0,719,3,26800.0,28283.0,0.0,2020.0,2013.0,0.0,0,1988.55,956.33,0.0,128.89,0.0,0.0,873.6800000000001,425.26,2839.33,563.33,0.0,152.06,0.0,7720.27,55.05,248.67,5312.2,1702.83
40,61,12,0,43229.0,96831.0,685,2,3600.0,30348.0,0.0,2023.0,2020.0,0.0,1,3241.91,1637.26,0.0,0.0,0.0,0.0,0.0,1027.67,1890.63,600.32,13.5,634.23,117.23,6718.19,79.23,155.88,2919.85,2164.2
62,70,8,0,58463.0,141151.0,737,4,12100.0,71160.0,0.0,2023.0,2024.0,0.0,1,3119.55,1440.81,53.99,570.8100000000001,189.63,3169.84,3716.07,4920.07,5511.49,1330.93,0.0,12424.22,1207.39,13982.28,1646.06,2670.4300000000003,8743.33,4761.7300000000005
91,70,9,0,17150.0,375.0,807,6,15900.0,14358.0,54.0,2024.0,2022.0,2023.0,1,2375.43,182.21,266.97,213.92,0.0,0.0,0.0,376.0,3108.76,1067.45,0.0,1805.68,268.84,5102.11,60.3,91.53000000000003,8822.65,1340.94
22,65,11,1,37058.0,50548.0,680,2,0.0,32605.0,0.0,0.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
24,69,2,0,32847.0,33514.0,721,2,0.0,10290.0,84.0,0.0,2020.0,2023.0,1,,,,,,,,,,,,,,,,,,
77,72,8,0,31942.0,11845.0,713,6,18200.0,95544.0,0.0,2023.0,2024.0,0.0,1,17767.45,1864.26,48.93,116.35000000000001,17.02,2066.34,1597.8999999999999,1978.11,1285.41,553.06,16.77,510.71,823.89,5928.49,1127.85,466.49,5094.28,3362.26
22,62,11,0,40491.0,81879.0,691,2,19600.0,2725.0,0.0,2020.0,2024.0,0.0,1,,,,,,,,,,,,,,,,,,
50,73,10,0,41420.0,0.0,691,5,0.0,109266.0,0.0,0.0,2024.0,0.0,1,3122.57,752.63,0.0,324.83,206.01999999999998,158.34000000000003,1955.46,1931.64,7517.23,3960.9,0.0,535.12,15902.03,14576.98,11793.77,544.4100000000001,4384.39,3440.16
59,67,9,0,80156.0,61817.0,735,4,34300.0,70391.0,0.0,2022.0,2024.0,0.0,1,5130.53,1182.0,0.0,1156.25,82.65,2344.69,1492.52,1148.55,3329.71,1090.37,94.88,2160.12,2204.46,8356.36,160.03,1121.1999999999998,14290.91,3261.73
36,71,7,0,31079.0,91845.0,605,2,0.0,23496.0,0.0,0.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
66,61,7,1,57383.0,20725.0,799,4,30700.0,31163.0,59.0,2024.0,2015.0,2024.0,0,3890.23,668.1800000000001,557.09,511.01,0.0,4334.74,3078.63,1557.87,6257.77,1652.06,0.0,1745.25,3247.67,13913.72,148.76,1364.67,3958.7599999999998,273.88
43,67,4,1,46278.0,51243.0,791,4,0.0,87375.0,0.0,0.0,2022.0,0.0,0,2710.13,635.17,90.34,29.22,217.3,1000.03,0.0,4515.55,4538.08,1869.74,0.0,1741.42,267.25,15519.86,1134.72,2573.15,1594.88,4651.53
43,68,6,1,39052.0,65861.0,804,4,11500.0,19539.0,20.0,2022.0,2021.0,2021.0,0,3254.38,666.0600000000001,0.0,264.98,0.0,0.0,0.0,365.46000000000004,2829.63,713.4300000000001,0.0,392.83,3267.86,4162.54,503.11,0.0,5342.7,3074.52
37,59,1,1,48710.0,59824.0,792,3,0.0,38117.0,0.0,0.0,2024.0,0.0,1,7451.41,1682.27,175.12,810.13,0.0,386.94,1800.5,1639.7,11424.62,774.28,41.14,1169.01,4357.67,28481.87,0.0,630.45,5972.74,4083.4
52,66,9,0,48686.0,113137.0,701,3,18700.0,8420.0,35.0,2014.0,2011.0,2022.0,1,511.09,77.53,153.37,16.84,62.33,0.0,0.0,493.75,655.28,390.98,34.230000000000004,21.14,1446.09,3512.99,220.98,22.59,0.0,230.72
65,65,5,0,39809.0,0.0,775,4,13500.0,29311.0,0.0,2017.0,2023.0,0.0,0,4404.41,1627.0,27.58,103.86,1156.52,223.39999999999998,6152.38,993.55,10615.73,717.19,1202.11,2578.87,3244.3,22444.32,62.0,279.89,5873.17,3619.41
55,70,9,0,38165.0,45891.0,719,1,0.0,8923.0,0.0,0.0,2021.0,0.0,1,,,,,,,,,,,,,,,,,,
50,68,12,0,39911.0,93823.0,625,7,31600.0,54302.0,0.0,2023.0,2021.0,0.0,0,2956.55,403.93,0.0,235.93,0.0,163.01,167.26,2417.18,2837.0299999999997,1316.52,0.0,16663.15,255.12,7129.81,821.39,1009.0699999999999,6648.59,3524.3
27,67,8,0,44843.0,67179.0,756,2,6200.0,0.0,83.0,2024.0,0.0,2022.0,0,,,,,,,,,,,,,,,,,,
75,73,2,1,42806.0,20432.0,726,6,25100.0,42888.0,134.0,2024.0,2020.0,2024.0,1,4842.49,1594.67,24.67,161.60000000000002,31.79,355.23,391.05,970.4399999999999,2153.94,656.9499999999999,88.1,32892.94,972.6,8046.18,394.21,369.98,2171.64,2074.93
39,65,9,1,51499.0,7226.0,788,4,13600.0,18280.0,162.0,2021.0,2013.0,2023.0,0,5037.65,1074.76,238.51,537.1700000000001,636.31,1104.28,10939.47,1616.1699999999998,3649.91,612.47,0.0,4954.49,30724.21,7693.26,892.32,2126.96,8587.2,4651.75
61,58,11,1,41904.0,12545.0,655,4,0.0,44427.0,0.0,0.0,2023.0,0.0,1,2408.2200000000003,1035.0,183.38,375.08,0.0,195.03,0.0,1176.0,4972.87,792.19,0.0,512.98,2753.95,5757.24,906.83,0.0,2268.71,1590.94
82,63,3,1,92368.0,2689.0,719,4,27600.0,39243.0,34.0,2018.0,2022.0,2024.0,1,15193.89,508.44,156.66,397.66,110.23,0.0,468.56,1199.04,11144.789999999999,1475.23,186.84,182.45,12489.18,33526.55,29862.56,1730.57,15662.3,8032.16
32,71,1,1,24668.0,22338.0,756,1,0.0,10876.0,0.0,0.0,2020.0,0.0,1,,,,,,,,,,,,,,,,,,
61,63,2,1,21397.0,54771.0,812,4,0.0,21425.0,0.0,0.0,2023.0,0.0,1,8105.84,461.49,132.64,272.77,279.01,389.53,0.0,869.56,3141.82,576.41,117.3,917.87,1868.46,14557.28,528.22,0.0,2636.96,3552.39
58,66,11,1,31177.0,18859.0,689,5,8200.0,55406.0,0.0,2021.0,2023.0,0.0,1,520.28,900.78,101.09,66.8,0.0,0.0,1807.44,180.62,1304.47,443.71,0.0,9769.17,573.45,5449.21,170.55,0.0,3682.99,2136.58
50,66,2,0,37617.0,57746.0,695,3,0.0,53433.0,0.0,0.0,2020.0,0.0,0,2201.47,969.48,177.52,36.73,0.0,0.0,821.04,264.03,1945.8600000000001,413.24,0.0,584.27,2028.98,4079.51,83.61,143.32,2938.82,2856.67
50,74,4,0,57975.0,34570.0,773,4,34500.0,31580.0,0.0,2020.0,2024.0,0.0,0,5579.21,665.84,81.55,884.25,2402.4,0.0,2515.44,2344.95,10800.81,1567.01,1512.85,15444.66,2374.9900000000002,11858.37,7658.8,2603.2799999999997,9900.41,3753.15
80,67,1,0,39110.0,363.0,750,5,16400.0,68111.0,0.0,2022.0,2024.0,0.0,0,5322.86,748.06,0.0,141.99,0.0,609.3299999999999,0.0,5165.18,6125.75,3027.31,0.0,3090.1,4504.09,24047.06,1945.23,200.69,5836.41,4613.58
18,60,5,0,38241.0,81833.0,596,1,0.0,0.0,61.0,0.0,0.0,2020.0,0,,,,,,,,,,,,,,,,,,
47,65,11,0,43496.0,114563.0,765,3,8400.0,45860.0,0.0,2021.0,2021.0,0.0,1,4493.13,228.41,108.78999999999999,242.62000000000006,0.0,432.46000000000004,3780.48,2198.96,5221.38,1598.45,0.0,1437.77,17631.17,11382.27,724.58,382.62,5090.05,3576.0099999999998
46,70,1,1,37857.0,57727.0,800,2,18800.0,0.0,0.0,2023.0,0.0,0.0,0,1791.76,493.52000000000004,168.51999999999998,58.82,0.0,125.39,627.91,807.03,3289.0299999999997,445.56,0.0,324.21,266.9,7474.94,728.14,0.0,4805.77,1930.26
26,69,2,1,51306.0,68198.0,675,1,18100.0,0.0,0.0,2022.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,
55,68,11,1,23103.0,63635.0,681,3,8800.0,25015.0,0.0,2024.0,2024.0,0.0,1,,,,,,,,,,,,,,,,,,
48,66,9,1,34287.0,77180.0,760,3,8200.0,23717.0,0.0,2024.0,2020.0,0.0,1,1356.05,1374.1,23.49,143.76,7.58,833.1800000000001,0.0,52.14,1271.3600000000001,181.19,16.08,225.23999999999995,1156.54,3364.42,1400.03,0.0,6663.14,1389.53
20,68,11,1,39144.0,55347.0,702,1,0.0,19349.0,0.0,0.0,2024.0,0.0,1,,,,,,,,,,,,,,,,,,
79,65,2,1,30434.0,23883.0,740,7,11700.0,97356.0,0.0,2023.0,2023.0,0.0,0,2858.34,1454.26,0.0,433.96,37.92,344.05,1590.08,1282.21,3824.77,209.66,16.369999999999997,165.36,368.3,7036.1,125.69999999999999,957.01,3588.37,940.55
48,64,11,1,49967.0,62509.0,655,1,0.0,25093.0,0.0,0.0,2023.0,0.0,1,21882.7,2081.4,304.45,654.51,48.01,4095.63,4547.66,3928.6800000000003,4150.87,922.5699999999999,0.0,10029.57,5876.42,4976.51,172.61,2853.95,7950.53,4655.86
34,65,10,1,45388.0,64749.0,723,1,0.0,0.0,49.0,0.0,0.0,2015.0,1,,,,,,,,,,,,,,,,,,
25,66,10,0,17310.0,21853.0,749,2,0.0,18062.0,0.0,0.0,2022.0,0.0,0,,,,,,,,,,,,,,,,,,
27,67,7,1,53082.0,106945.0,689,3,0.0,54896.0,0.0,0.0,2024.0,0.0,1,,,,,,,,,,,,,,,,,,
30,70,4,1,92046.0,6658.0,681,2,18500.0,0.0,57.0,2020.0,0.0,2022.0,1,,,,,,,,,,,,,,,,,,
85,66,7,0,35270.0,1769.0,731,6,15300.0,47447.0,81.0,2023.0,2024.0,2020.0,1,1221.52,689.11,0.0,443.93,184.84,190.89000000000001,299.56,259.90000000000003,1422.81,1035.54,181.32,567.8,1592.97,4082.15,40.58,1046.58,5380.97,5430.57
50,65,11,0,33098.0,59605.0,775,3,14100.0,19465.0,32.0,2021.0,2023.0,2022.0,1,,,,,,,,,,,,,,,,,,
41,64,12,1,32387.0,65171.0,765,1,0.0,9752.0,0.0,0.0,2024.0,0.0,1,1629.19,500.25,0.0,33.06,0.0,138.46,1017.99,87.38,3298.2400000000002,2600.79,0.0,583.8,1221.65,4596.38,0.0,855.4499999999999,2068.79,3725.07
52,71,4,1,69604.0,47193.0,684,4,0.0,95017.0,0.0,0.0,2023.0,0.0,0,7044.06,1138.17,595.06,815.26,0.0,979.6199999999999,0.0,573.04,3827.41,682.6700000000001,0.0,20224.58,12498.48,9410.42,198.1,2018.6599999999999,4451.96,3550.95
39,72,2,1,49611.0,110543.0,739,4,38000.0,26174.0,0.0,2024.0,2014.0,0.0,1,2439.19,671.54,0.0,80.81,55.3,1751.44,7117.08,679.3,1870.51,794.33,46.86,435.24000000000007,1013.44,7443.29,458.89,0.0,3653.36,5350.43
89,72,10,0,50341.0,3270.0,735,5,36900.0,10875.0,197.0,2003.0,2024.0,2023.0,0,,,,,,,,,,,,,,,,,,
30,65,4,0,20424.0,14743.0,770,3,0.0,30220.0,0.0,0.0,2022.0,0.0,1,1949.79,1183.66,89.19,107.15,10.48,563.25,0.0,854.13,2463.57,1249.13,0.0,2732.66,840.05,5327.82,403.68,208.07,1080.0,2342.61
49,69,11,0,37401.0,76201.0,737,4,0.0,69972.0,0.0,0.0,2021.0,0.0,1,2563.87,174.03,0.0,54.05,0.0,0.0,0.0,2028.49,3299.09,194.76,0.0,1932.81,1880.69,7520.63,37.04,149.94,8032.5,3040.73
37,68,5,0,64252.0,92973.0,802,2,0.0,68815.0,0.0,0.0,2021.0,0.0,1,,,,,,,,,,,,,,,,,,
46,68,5,0,39770.0,72827.0,711,4,11400.0,20661.0,92.0,2011.0,2011.0,2018.0,1,,,,,,,,,,,,,,,,,,
81,71,9,1,28644.0,879.0,806,7,22900.0,65049.0,0.0,2024.0,2024.0,0.0,0,2485.19,598.93,0.0,278.44000000000005,219.58,684.61,4105.29,854.89,6063.25,1116.41,25.09,241.59,1822.6299999999999,6779.47,172.02,429.23,6666.59,5118.8
47,72,6,1,43954.0,60913.0,744,3,0.0,55688.0,0.0,0.0,2023.0,0.0,0,2944.68,993.01,362.73,290.40999999999997,0.0,640.79,395.45,1134.22,2918.0299999999997,945.7,0.0,13576.77,382.95,5428.21,16990.55,2393.14,6726.11,2181.76
33,72,7,1,36496.0,119670.0,759,1,0.0,6957.0,0.0,0.0,2021.0,0.0,1,1715.9,459.82,0.0,295.69,121.92,1596.58,38.09,1540.33,3135.46,0.0,27.53,122.44,165.62,3677.67,1179.11,870.51,3807.79,2391.34
44,61,9,1,44816.0,63043.0,625,1,10900.0,0.0,0.0,2024.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
30,67,3,1,34998.0,60749.0,627,1,0.0,4140.0,0.0,0.0,2024.0,0.0,1,,,,,,,,,,,,,,,,,,
23,64,5,0,85128.0,108678.0,641,1,4200.0,0.0,0.0,2024.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
23,66,8,0,42454.0,63754.0,750,4,30100.0,21749.0,22.0,2020.0,2021.0,2022.0,1,,,,,,,,,,,,,,,,,,
58,62,4,0,31343.0,49537.0,741,3,6900.0,23242.0,0.0,2022.0,2018.0,0.0,1,7753.67,439.1,0.0,541.63,220.47,460.1,29.51,2488.32,22038.57,1577.14,162.9,1204.04,17051.81,40293.47,848.52,56.29,9686.4,4187.81
54,65,8,0,29699.0,6569.0,711,3,0.0,39792.0,0.0,0.0,2024.0,0.0,0,,,,,,,,,,,,,,,,,,
54,60,2,0,46956.0,94340.0,610,2,15000.0,26822.0,0.0,2006.0,2015.0,0.0,1,,,,,,,,,,,,,,,,,,
30,67,1,1,37521.0,65701.0,775,2,0.0,37192.0,59.0,0.0,2023.0,2017.0,1,,,,,,,,,,,,,,,,,,
25,65,10,1,46822.0,0.0,810,4,13000.0,22209.0,60.0,2023.0,2020.0,2024.0,1,,,,,,,,,,,,,,,,,,
21,70,3,1,51028.0,105239.0,660,2,29700.0,0.0,0.0,2020.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
45,66,1,0,112875.0,44432.0,709,2,23500.0,62703.0,0.0,2018.0,2022.0,0.0,1,3408.26,2773.44,491.25,399.67,497.09,3786.59,377.63,3391.35,2578.74,200.47,18.05,1213.22,41356.9,12958.84,1240.92,613.1199999999999,4264.53,6521.6
53,65,5,1,33729.0,0.0,763,4,17400.0,29345.0,0.0,2024.0,2022.0,0.0,1,1829.47,1043.81,0.0,86.82000000000001,0.0,184.89,216.21,636.96,1553.42,704.93,0.0,161.84,1458.99,4583.04,230.26,360.18,2942.71,4294.33
86,65,8,0,38273.0,1658.0,765,6,14900.0,34349.0,106.0,2020.0,2024.0,2022.0,0,4275.9800000000005,796.22,0.0,108.85,367.17,144.99,548.86,389.56,1344.82,443.16,543.85,0.0,2351.61,4818.72,303.06,0.0,1832.97,2142.64
21,65,3,1,21879.0,69638.0,762,1,3000.0,0.0,0.0,2020.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
29,66,7,1,51891.0,83166.0,693,4,29200.0,14298.0,0.0,2024.0,2024.0,0.0,1,,,,,,,,,,,,,,,,,,
60,66,11,1,33540.0,74530.0,734,5,8800.0,55527.0,0.0,2022.0,2022.0,0.0,0,3405.17,945.05,0.0,0.0,0.0,1018.0600000000001,146.63,1239.14,6439.24,1437.93,0.0,571.11,1093.96,7778.38,190.68,518.98,6394.09,3100.94
22,62,2,1,33140.0,51305.0,744,1,0.0,0.0,39.0,0.0,0.0,2023.0,1,,,,,,,,,,,,,,,,,,
53,67,1,0,45876.0,58252.0,790,7,10600.0,127306.0,0.0,2023.0,2024.0,0.0,0,5730.92,1569.99,29.34,21.54,0.0,717.86,0.0,837.98,8618.82,335.92,0.0,671.96,4541.07,23806.57,120.68,1585.58,4485.42,442.61
19,62,11,0,31683.0,46987.0,817,4,13600.0,12907.0,63.0,2024.0,2023.0,2024.0,0,,,,,,,,,,,,,,,,,,
28,70,3,0,53053.0,42396.0,696,2,11400.0,18281.0,0.0,2021.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
24,69,4,0,51045.0,127864.0,772,2,11100.0,38.0,0.0,2021.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
